""	"Month"	"DayOfWeek"	"TimeOfDay"	"Status"	"NumberOfFlights"
"1350"	"Nov"	"Thurs"	"Mid-Day"	"Short Delay"	1100
"1351"	"Nov"	"Thurs"	"Morning"	"Cancelled"	39
"1352"	"Nov"	"Thurs"	"Morning"	"Long Delay"	247
"1353"	"Nov"	"Thurs"	"Morning"	"Medium Delay"	655
"1354"	"Nov"	"Thurs"	"Morning"	"On Time"	3762
"1355"	"Nov"	"Thurs"	"Morning"	"Short Delay"	536
"1356"	"Nov"	"Thurs"	"Night"	"Cancelled"	8
"1357"	"Nov"	"Thurs"	"Night"	"Long Delay"	65
"1358"	"Nov"	"Thurs"	"Night"	"Medium Delay"	96
"1359"	"Nov"	"Thurs"	"Night"	"On Time"	422
"1360"	"Nov"	"Thurs"	"Night"	"Short Delay"	66
"1361"	"Nov"	"Tues"	"Evening"	"Cancelled"	84
"1362"	"Nov"	"Tues"	"Evening"	"Long Delay"	848
"1363"	"Nov"	"Tues"	"Evening"	"Medium Delay"	1957
"1364"	"Nov"	"Tues"	"Evening"	"On Time"	5620
"1365"	"Nov"	"Tues"	"Evening"	"Short Delay"	988
"1366"	"Nov"	"Tues"	"Mid-Day"	"Cancelled"	88
"1367"	"Nov"	"Tues"	"Mid-Day"	"Long Delay"	749
"1368"	"Nov"	"Tues"	"Mid-Day"	"Medium Delay"	1916
"1369"	"Nov"	"Tues"	"Mid-Day"	"On Time"	6527
"1370"	"Nov"	"Tues"	"Mid-Day"	"Short Delay"	1052
"1371"	"Nov"	"Tues"	"Morning"	"Cancelled"	57
"1372"	"Nov"	"Tues"	"Morning"	"Long Delay"	274
"1373"	"Nov"	"Tues"	"Morning"	"Medium Delay"	654
"1374"	"Nov"	"Tues"	"Morning"	"On Time"	3610
"1375"	"Nov"	"Tues"	"Morning"	"Short Delay"	516
"1376"	"Nov"	"Tues"	"Night"	"Cancelled"	7
"1377"	"Nov"	"Tues"	"Night"	"Long Delay"	92
"1378"	"Nov"	"Tues"	"Night"	"Medium Delay"	101
"1379"	"Nov"	"Tues"	"Night"	"On Time"	496
"1380"	"Nov"	"Tues"	"Night"	"Short Delay"	64
"1381"	"Nov"	"Wed"	"Evening"	"Cancelled"	84
"1382"	"Nov"	"Wed"	"Evening"	"Long Delay"	925
"1383"	"Nov"	"Wed"	"Evening"	"Medium Delay"	1908
"1384"	"Nov"	"Wed"	"Evening"	"On Time"	5602
"1385"	"Nov"	"Wed"	"Evening"	"Short Delay"	984
"1386"	"Nov"	"Wed"	"Mid-Day"	"Cancelled"	95
"1387"	"Nov"	"Wed"	"Mid-Day"	"Long Delay"	670
"1388"	"Nov"	"Wed"	"Mid-Day"	"Medium Delay"	1813
"1389"	"Nov"	"Wed"	"Mid-Day"	"On Time"	6608
"1390"	"Nov"	"Wed"	"Mid-Day"	"Short Delay"	1136
"1391"	"Nov"	"Wed"	"Morning"	"Cancelled"	36
"1392"	"Nov"	"Wed"	"Morning"	"Long Delay"	198
"1393"	"Nov"	"Wed"	"Morning"	"Medium Delay"	659
"1394"	"Nov"	"Wed"	"Morning"	"On Time"	3702
"1395"	"Nov"	"Wed"	"Morning"	"Short Delay"	510
"1396"	"Nov"	"Wed"	"Night"	"Cancelled"	8
"1397"	"Nov"	"Wed"	"Night"	"Long Delay"	74
"1398"	"Nov"	"Wed"	"Night"	"Medium Delay"	141
"1399"	"Nov"	"Wed"	"Night"	"On Time"	475
"1400"	"Nov"	"Wed"	"Night"	"Short Delay"	73
"1401"	"Oct"	"Fri"	"Evening"	"Cancelled"	95
"1402"	"Oct"	"Fri"	"Evening"	"Long Delay"	1012
"1403"	"Oct"	"Fri"	"Evening"	"Medium Delay"	1964
"1404"	"Oct"	"Fri"	"Evening"	"On Time"	5611
"1405"	"Oct"	"Fri"	"Evening"	"Short Delay"	1069
"1406"	"Oct"	"Fri"	"Mid-Day"	"Cancelled"	131
"1407"	"Oct"	"Fri"	"Mid-Day"	"Long Delay"	837
"1408"	"Oct"	"Fri"	"Mid-Day"	"Medium Delay"	1973
"1409"	"Oct"	"Fri"	"Mid-Day"	"On Time"	6408
"1410"	"Oct"	"Fri"	"Mid-Day"	"Short Delay"	1289
"1411"	"Oct"	"Fri"	"Morning"	"Cancelled"	41
"1412"	"Oct"	"Fri"	"Morning"	"Long Delay"	234
"1413"	"Oct"	"Fri"	"Morning"	"Medium Delay"	701
"1414"	"Oct"	"Fri"	"Morning"	"On Time"	3774
"1415"	"Oct"	"Fri"	"Morning"	"Short Delay"	548
"1416"	"Oct"	"Fri"	"Night"	"Cancelled"	15
"1417"	"Oct"	"Fri"	"Night"	"Long Delay"	77
"1418"	"Oct"	"Fri"	"Night"	"Medium Delay"	163
"1419"	"Oct"	"Fri"	"Night"	"On Time"	484
"1420"	"Oct"	"Fri"	"Night"	"Short Delay"	57
"1421"	"Oct"	"Mon"	"Evening"	"Cancelled"	97
"1422"	"Oct"	"Mon"	"Evening"	"Long Delay"	1000
"1423"	"Oct"	"Mon"	"Evening"	"Medium Delay"	1898
"1424"	"Oct"	"Mon"	"Evening"	"On Time"	6068
"1425"	"Oct"	"Mon"	"Evening"	"Short Delay"	975
"1426"	"Oct"	"Mon"	"Mid-Day"	"Cancelled"	159
"1427"	"Oct"	"Mon"	"Mid-Day"	"Long Delay"	930
"1428"	"Oct"	"Mon"	"Mid-Day"	"Medium Delay"	1874
"1429"	"Oct"	"Mon"	"Mid-Day"	"On Time"	6816
"1430"	"Oct"	"Mon"	"Mid-Day"	"Short Delay"	1133
"1431"	"Oct"	"Mon"	"Morning"	"Cancelled"	57
"1432"	"Oct"	"Mon"	"Morning"	"Long Delay"	264
"1433"	"Oct"	"Mon"	"Morning"	"Medium Delay"	733
"1434"	"Oct"	"Mon"	"Morning"	"On Time"	3817
"1435"	"Oct"	"Mon"	"Morning"	"Short Delay"	586
"1436"	"Oct"	"Mon"	"Night"	"Cancelled"	24
"1437"	"Oct"	"Mon"	"Night"	"Long Delay"	67
"1438"	"Oct"	"Mon"	"Night"	"Medium Delay"	142
"1439"	"Oct"	"Mon"	"Night"	"On Time"	529
"1440"	"Oct"	"Mon"	"Night"	"Short Delay"	53
"1441"	"Oct"	"Sat"	"Evening"	"Cancelled"	42
"1442"	"Oct"	"Sat"	"Evening"	"Long Delay"	394
"1443"	"Oct"	"Sat"	"Evening"	"Medium Delay"	858
"1444"	"Oct"	"Sat"	"Evening"	"On Time"	5567
"1445"	"Oct"	"Sat"	"Evening"	"Short Delay"	529
"1446"	"Oct"	"Sat"	"Mid-Day"	"Cancelled"	77
"1447"	"Oct"	"Sat"	"Mid-Day"	"Long Delay"	575
"1448"	"Oct"	"Sat"	"Mid-Day"	"Medium Delay"	1408
"1449"	"Oct"	"Sat"	"Mid-Day"	"On Time"	6318
"1450"	"Oct"	"Sat"	"Mid-Day"	"Short Delay"	922
"1451"	"Oct"	"Sat"	"Morning"	"Cancelled"	52
"1452"	"Oct"	"Sat"	"Morning"	"Long Delay"	162
"1453"	"Oct"	"Sat"	"Morning"	"Medium Delay"	574
"1454"	"Oct"	"Sat"	"Morning"	"On Time"	3244
"1455"	"Oct"	"Sat"	"Morning"	"Short Delay"	385
"1456"	"Oct"	"Sat"	"Night"	"Cancelled"	3
"1457"	"Oct"	"Sat"	"Night"	"Long Delay"	16
"1458"	"Oct"	"Sat"	"Night"	"Medium Delay"	38
"1459"	"Oct"	"Sat"	"Night"	"On Time"	344
"1460"	"Oct"	"Sat"	"Night"	"Short Delay"	24
"1461"	"Oct"	"Sun"	"Evening"	"Cancelled"	72
"1462"	"Oct"	"Sun"	"Evening"	"Long Delay"	749
"1463"	"Oct"	"Sun"	"Evening"	"Medium Delay"	1773
"1464"	"Oct"	"Sun"	"Evening"	"On Time"	6012
"1465"	"Oct"	"Sun"	"Evening"	"Short Delay"	1051
"1466"	"Oct"	"Sun"	"Mid-Day"	"Cancelled"	52
"1467"	"Oct"	"Sun"	"Mid-Day"	"Long Delay"	500
"1468"	"Oct"	"Sun"	"Mid-Day"	"Medium Delay"	1548
"1469"	"Oct"	"Sun"	"Mid-Day"	"On Time"	6998
"1470"	"Oct"	"Sun"	"Mid-Day"	"Short Delay"	1134
"1471"	"Oct"	"Sun"	"Morning"	"Cancelled"	18
"1472"	"Oct"	"Sun"	"Morning"	"Long Delay"	134
"1473"	"Oct"	"Sun"	"Morning"	"Medium Delay"	416
"1474"	"Oct"	"Sun"	"Morning"	"On Time"	3254
"1475"	"Oct"	"Sun"	"Morning"	"Short Delay"	368
"1476"	"Oct"	"Sun"	"Night"	"Cancelled"	9
"1477"	"Oct"	"Sun"	"Night"	"Long Delay"	76
"1478"	"Oct"	"Sun"	"Night"	"Medium Delay"	140
"1479"	"Oct"	"Sun"	"Night"	"On Time"	506
"1480"	"Oct"	"Sun"	"Night"	"Short Delay"	76
"1481"	"Oct"	"Thurs"	"Evening"	"Cancelled"	70
"1482"	"Oct"	"Thurs"	"Evening"	"Long Delay"	951
"1483"	"Oct"	"Thurs"	"Evening"	"Medium Delay"	2198
"1484"	"Oct"	"Thurs"	"Evening"	"On Time"	5472
"1485"	"Oct"	"Thurs"	"Evening"	"Short Delay"	1092
"1486"	"Oct"	"Thurs"	"Mid-Day"	"Cancelled"	105
"1487"	"Oct"	"Thurs"	"Mid-Day"	"Long Delay"	788
"1488"	"Oct"	"Thurs"	"Mid-Day"	"Medium Delay"	1967
"1489"	"Oct"	"Thurs"	"Mid-Day"	"On Time"	6434
"1490"	"Oct"	"Thurs"	"Mid-Day"	"Short Delay"	1362
"1491"	"Oct"	"Thurs"	"Morning"	"Cancelled"	54
"1492"	"Oct"	"Thurs"	"Morning"	"Long Delay"	245
"1493"	"Oct"	"Thurs"	"Morning"	"Medium Delay"	662
"1494"	"Oct"	"Thurs"	"Morning"	"On Time"	3771
"1495"	"Oct"	"Thurs"	"Morning"	"Short Delay"	556
"1496"	"Oct"	"Thurs"	"Night"	"Cancelled"	7
"1497"	"Oct"	"Thurs"	"Night"	"Long Delay"	76
"1498"	"Oct"	"Thurs"	"Night"	"Medium Delay"	139
"1499"	"Oct"	"Thurs"	"Night"	"On Time"	511
"1500"	"Oct"	"Thurs"	"Night"	"Short Delay"	70
"1501"	"Oct"	"Tues"	"Evening"	"Cancelled"	171
"1502"	"Oct"	"Tues"	"Evening"	"Long Delay"	1005
"1503"	"Oct"	"Tues"	"Evening"	"Medium Delay"	1766
"1504"	"Oct"	"Tues"	"Evening"	"On Time"	6180
"1505"	"Oct"	"Tues"	"Evening"	"Short Delay"	921
"1506"	"Oct"	"Tues"	"Mid-Day"	"Cancelled"	193
"1507"	"Oct"	"Tues"	"Mid-Day"	"Long Delay"	853
"1508"	"Oct"	"Tues"	"Mid-Day"	"Medium Delay"	1635
"1509"	"Oct"	"Tues"	"Mid-Day"	"On Time"	7158
"1510"	"Oct"	"Tues"	"Mid-Day"	"Short Delay"	1037
"1511"	"Oct"	"Tues"	"Morning"	"Cancelled"	61
"1512"	"Oct"	"Tues"	"Morning"	"Long Delay"	258
"1513"	"Oct"	"Tues"	"Morning"	"Medium Delay"	658
"1514"	"Oct"	"Tues"	"Morning"	"On Time"	3955
"1515"	"Oct"	"Tues"	"Morning"	"Short Delay"	469
"1516"	"Oct"	"Tues"	"Night"	"Cancelled"	13
"1517"	"Oct"	"Tues"	"Night"	"Long Delay"	59
"1518"	"Oct"	"Tues"	"Night"	"Medium Delay"	109
"1519"	"Oct"	"Tues"	"Night"	"On Time"	546
"1520"	"Oct"	"Tues"	"Night"	"Short Delay"	66
"1521"	"Oct"	"Wed"	"Evening"	"Cancelled"	94
"1522"	"Oct"	"Wed"	"Evening"	"Long Delay"	930
"1523"	"Oct"	"Wed"	"Evening"	"Medium Delay"	2012
"1524"	"Oct"	"Wed"	"Evening"	"On Time"	6134
"1525"	"Oct"	"Wed"	"Evening"	"Short Delay"	1119
"1526"	"Oct"	"Wed"	"Mid-Day"	"Cancelled"	152
"1527"	"Oct"	"Wed"	"Mid-Day"	"Long Delay"	701
"1528"	"Oct"	"Wed"	"Mid-Day"	"Medium Delay"	1906
"1529"	"Oct"	"Wed"	"Mid-Day"	"On Time"	7253
"1530"	"Oct"	"Wed"	"Mid-Day"	"Short Delay"	1214
"1531"	"Oct"	"Wed"	"Morning"	"Cancelled"	59
"1532"	"Oct"	"Wed"	"Morning"	"Long Delay"	232
"1533"	"Oct"	"Wed"	"Morning"	"Medium Delay"	644
"1534"	"Oct"	"Wed"	"Morning"	"On Time"	4097
"1535"	"Oct"	"Wed"	"Morning"	"Short Delay"	532
"1536"	"Oct"	"Wed"	"Night"	"Cancelled"	7
"1537"	"Oct"	"Wed"	"Night"	"Long Delay"	60
"1538"	"Oct"	"Wed"	"Night"	"Medium Delay"	122
"1539"	"Oct"	"Wed"	"Night"	"On Time"	553
"1540"	"Oct"	"Wed"	"Night"	"Short Delay"	75
"1541"	"Sept"	"Fri"	"Evening"	"Cancelled"	311
"1542"	"Sept"	"Fri"	"Evening"	"Long Delay"	1201
"1543"	"Sept"	"Fri"	"Evening"	"Medium Delay"	1557
"1544"	"Sept"	"Fri"	"Evening"	"On Time"	5706
"1545"	"Sept"	"Fri"	"Evening"	"Short Delay"	883
"1546"	"Sept"	"Fri"	"Mid-Day"	"Cancelled"	382
"1547"	"Sept"	"Fri"	"Mid-Day"	"Long Delay"	922
"1548"	"Sept"	"Fri"	"Mid-Day"	"Medium Delay"	1661
"1549"	"Sept"	"Fri"	"Mid-Day"	"On Time"	6488
"1550"	"Sept"	"Fri"	"Mid-Day"	"Short Delay"	1052
"1551"	"Sept"	"Fri"	"Morning"	"Cancelled"	212
"1552"	"Sept"	"Fri"	"Morning"	"Long Delay"	325
"1553"	"Sept"	"Fri"	"Morning"	"Medium Delay"	691
"1554"	"Sept"	"Fri"	"Morning"	"On Time"	3540
"1555"	"Sept"	"Fri"	"Morning"	"Short Delay"	453
"1556"	"Sept"	"Fri"	"Night"	"Cancelled"	53
"1557"	"Sept"	"Fri"	"Night"	"Long Delay"	105
"1558"	"Sept"	"Fri"	"Night"	"Medium Delay"	159
"1559"	"Sept"	"Fri"	"Night"	"On Time"	561
"1560"	"Sept"	"Fri"	"Night"	"Short Delay"	58
"1561"	"Sept"	"Mon"	"Evening"	"Cancelled"	148
"1562"	"Sept"	"Mon"	"Evening"	"Long Delay"	783
"1563"	"Sept"	"Mon"	"Evening"	"Medium Delay"	1426
"1564"	"Sept"	"Mon"	"Evening"	"On Time"	6667
"1565"	"Sept"	"Mon"	"Evening"	"Short Delay"	945
"1566"	"Sept"	"Mon"	"Mid-Day"	"Cancelled"	169
"1567"	"Sept"	"Mon"	"Mid-Day"	"Long Delay"	671
"1568"	"Sept"	"Mon"	"Mid-Day"	"Medium Delay"	1601
"1569"	"Sept"	"Mon"	"Mid-Day"	"On Time"	7351
"1570"	"Sept"	"Mon"	"Mid-Day"	"Short Delay"	1014
"1571"	"Sept"	"Mon"	"Morning"	"Cancelled"	72
"1572"	"Sept"	"Mon"	"Morning"	"Long Delay"	231
"1573"	"Sept"	"Mon"	"Morning"	"Medium Delay"	518
"1574"	"Sept"	"Mon"	"Morning"	"On Time"	3892
"1575"	"Sept"	"Mon"	"Morning"	"Short Delay"	469
"1576"	"Sept"	"Mon"	"Night"	"Cancelled"	28
"1577"	"Sept"	"Mon"	"Night"	"Long Delay"	78
"1578"	"Sept"	"Mon"	"Night"	"Medium Delay"	120
"1579"	"Sept"	"Mon"	"Night"	"On Time"	669
"1580"	"Sept"	"Mon"	"Night"	"Short Delay"	69
"1581"	"Sept"	"Sat"	"Evening"	"Cancelled"	139
"1582"	"Sept"	"Sat"	"Evening"	"Long Delay"	491
"1583"	"Sept"	"Sat"	"Evening"	"Medium Delay"	871
"1584"	"Sept"	"Sat"	"Evening"	"On Time"	5689
"1585"	"Sept"	"Sat"	"Evening"	"Short Delay"	525
"1586"	"Sept"	"Sat"	"Mid-Day"	"Cancelled"	211
"1587"	"Sept"	"Sat"	"Mid-Day"	"Long Delay"	610
"1588"	"Sept"	"Sat"	"Mid-Day"	"Medium Delay"	1401
"1589"	"Sept"	"Sat"	"Mid-Day"	"On Time"	6569
"1590"	"Sept"	"Sat"	"Mid-Day"	"Short Delay"	910
"1591"	"Sept"	"Sat"	"Morning"	"Cancelled"	118
"1592"	"Sept"	"Sat"	"Morning"	"Long Delay"	208
"1593"	"Sept"	"Sat"	"Morning"	"Medium Delay"	424
"1594"	"Sept"	"Sat"	"Morning"	"On Time"	3468
"1595"	"Sept"	"Sat"	"Morning"	"Short Delay"	398
"1596"	"Sept"	"Sat"	"Night"	"Cancelled"	14
"1597"	"Sept"	"Sat"	"Night"	"Long Delay"	28
"1598"	"Sept"	"Sat"	"Night"	"Medium Delay"	49
"1599"	"Sept"	"Sat"	"Night"	"On Time"	394
"1600"	"Sept"	"Sat"	"Night"	"Short Delay"	22
"1601"	"Sept"	"Sun"	"Evening"	"Cancelled"	170
"1602"	"Sept"	"Sun"	"Evening"	"Long Delay"	1024
"1603"	"Sept"	"Sun"	"Evening"	"Medium Delay"	1579
"1604"	"Sept"	"Sun"	"Evening"	"On Time"	5994
"1605"	"Sept"	"Sun"	"Evening"	"Short Delay"	928
"1606"	"Sept"	"Sun"	"Mid-Day"	"Cancelled"	195
"1607"	"Sept"	"Sun"	"Mid-Day"	"Long Delay"	647
"1608"	"Sept"	"Sun"	"Mid-Day"	"Medium Delay"	1384
"1609"	"Sept"	"Sun"	"Mid-Day"	"On Time"	7133
"1610"	"Sept"	"Sun"	"Mid-Day"	"Short Delay"	963
"1611"	"Sept"	"Sun"	"Morning"	"Cancelled"	83
"1612"	"Sept"	"Sun"	"Morning"	"Long Delay"	160
"1613"	"Sept"	"Sun"	"Morning"	"Medium Delay"	365
"1614"	"Sept"	"Sun"	"Morning"	"On Time"	3242
"1615"	"Sept"	"Sun"	"Morning"	"Short Delay"	314
"1616"	"Sept"	"Sun"	"Night"	"Cancelled"	24
"1617"	"Sept"	"Sun"	"Night"	"Long Delay"	104
"1618"	"Sept"	"Sun"	"Night"	"Medium Delay"	145
"1619"	"Sept"	"Sun"	"Night"	"On Time"	585
"1620"	"Sept"	"Sun"	"Night"	"Short Delay"	70
"1621"	"Sept"	"Thurs"	"Evening"	"Cancelled"	440
"1622"	"Sept"	"Thurs"	"Evening"	"Long Delay"	1270
"1623"	"Sept"	"Thurs"	"Evening"	"Medium Delay"	1831
"1624"	"Sept"	"Thurs"	"Evening"	"On Time"	5179
"1625"	"Sept"	"Thurs"	"Evening"	"Short Delay"	934
"1626"	"Sept"	"Thurs"	"Mid-Day"	"Cancelled"	523
"1627"	"Sept"	"Thurs"	"Mid-Day"	"Long Delay"	808
"1628"	"Sept"	"Thurs"	"Mid-Day"	"Medium Delay"	1667
"1629"	"Sept"	"Thurs"	"Mid-Day"	"On Time"	6445
"1630"	"Sept"	"Thurs"	"Mid-Day"	"Short Delay"	1087
"1631"	"Sept"	"Thurs"	"Morning"	"Cancelled"	271
"1632"	"Sept"	"Thurs"	"Morning"	"Long Delay"	237
"1633"	"Sept"	"Thurs"	"Morning"	"Medium Delay"	501
"1634"	"Sept"	"Thurs"	"Morning"	"On Time"	3798
"1635"	"Sept"	"Thurs"	"Morning"	"Short Delay"	400
"1636"	"Sept"	"Thurs"	"Night"	"Cancelled"	49
"1637"	"Sept"	"Thurs"	"Night"	"Long Delay"	130
"1638"	"Sept"	"Thurs"	"Night"	"Medium Delay"	155
"1639"	"Sept"	"Thurs"	"Night"	"On Time"	524
"1640"	"Sept"	"Thurs"	"Night"	"Short Delay"	73
"1641"	"Sept"	"Tues"	"Evening"	"Cancelled"	454
"1642"	"Sept"	"Tues"	"Evening"	"Long Delay"	995
"1643"	"Sept"	"Tues"	"Evening"	"Medium Delay"	1535
"1644"	"Sept"	"Tues"	"Evening"	"On Time"	5821
"1645"	"Sept"	"Tues"	"Evening"	"Short Delay"	779
"1646"	"Sept"	"Tues"	"Mid-Day"	"Cancelled"	501
"1647"	"Sept"	"Tues"	"Mid-Day"	"Long Delay"	655
"1648"	"Sept"	"Tues"	"Mid-Day"	"Medium Delay"	1383
"1649"	"Sept"	"Tues"	"Mid-Day"	"On Time"	6955
"1650"	"Sept"	"Tues"	"Mid-Day"	"Short Delay"	941
"1651"	"Sept"	"Tues"	"Morning"	"Cancelled"	155
"1652"	"Sept"	"Tues"	"Morning"	"Long Delay"	208
"1653"	"Sept"	"Tues"	"Morning"	"Medium Delay"	494
"1654"	"Sept"	"Tues"	"Morning"	"On Time"	3864
"1655"	"Sept"	"Tues"	"Morning"	"Short Delay"	428
"1656"	"Sept"	"Tues"	"Night"	"Cancelled"	64
"1657"	"Sept"	"Tues"	"Night"	"Long Delay"	67
"1658"	"Sept"	"Tues"	"Night"	"Medium Delay"	105
"1659"	"Sept"	"Tues"	"Night"	"On Time"	605
"1660"	"Sept"	"Tues"	"Night"	"Short Delay"	57
"1661"	"Sept"	"Wed"	"Evening"	"Cancelled"	418
"1662"	"Sept"	"Wed"	"Evening"	"Long Delay"	919
"1663"	"Sept"	"Wed"	"Evening"	"Medium Delay"	1565
"1664"	"Sept"	"Wed"	"Evening"	"On Time"	5621
"1665"	"Sept"	"Wed"	"Evening"	"Short Delay"	811
"1666"	"Sept"	"Wed"	"Mid-Day"	"Cancelled"	459
"1667"	"Sept"	"Wed"	"Mid-Day"	"Long Delay"	764
"1668"	"Sept"	"Wed"	"Mid-Day"	"Medium Delay"	1569
"1669"	"Sept"	"Wed"	"Mid-Day"	"On Time"	6468
"1670"	"Sept"	"Wed"	"Mid-Day"	"Short Delay"	906
"1671"	"Sept"	"Wed"	"Morning"	"Cancelled"	240
"1672"	"Sept"	"Wed"	"Morning"	"Long Delay"	216
"1673"	"Sept"	"Wed"	"Morning"	"Medium Delay"	552
"1674"	"Sept"	"Wed"	"Morning"	"On Time"	3617
"1675"	"Sept"	"Wed"	"Morning"	"Short Delay"	381
"1676"	"Sept"	"Wed"	"Night"	"Cancelled"	70
"1677"	"Sept"	"Wed"	"Night"	"Long Delay"	82
"1678"	"Sept"	"Wed"	"Night"	"Medium Delay"	114
"1679"	"Sept"	"Wed"	"Night"	"On Time"	563
"1680"	"Sept"	"Wed"	"Night"	"Short Delay"	48
